institution,employment_type,base_cibil_score,cibil_score_used,cibil_band_shown,current_rate,better_lender_1,better_rate_1,better_lender_2,better_rate_2,better_lender_3,better_rate_3
Aavas Financiers,Self-employed,850,850,CIBIL 800+,9.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Hinduja Housing Finance,Salaried,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Hinduja Housing Finance,Self-employed,600,600,CIBIL 600–649,14.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Hinduja Housing Finance,Salaried,625,612,CIBIL 600–649,13.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Hinduja Housing Finance,Self-employed,625,612,CIBIL 600–649,14.30%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Hinduja Housing Finance,Salaried,675,676,CIBIL below 700,12.75%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Hinduja Housing Finance,Self-employed,675,676,CIBIL below 700,13.25%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Hinduja Housing Finance,Salaried,725,712,CIBIL 700–749,12.10%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Hinduja Housing Finance,Self-employed,725,712,CIBIL 700–749,12.60%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Hinduja Housing Finance,Salaried,775,772,CIBIL 750–799,10.45%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Hinduja Housing Finance,Self-employed,775,772,CIBIL 750–799,10.95%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Hinduja Housing Finance,Salaried,825,815,CIBIL 800+,10.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Hinduja Housing Finance,Self-employed,825,815,CIBIL 800+,10.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Hinduja Housing Finance,Salaried,790,790,CIBIL 750–799,10.25%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Hinduja Housing Finance,Self-employed,790,790,CIBIL 750–799,10.75%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Hinduja Housing Finance,Salaried,850,850,CIBIL 800+,10.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Hinduja Housing Finance,Self-employed,850,850,CIBIL 800+,10.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Home First Finance,Salaried,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Home First Finance,Self-employed,600,600,CIBIL 600–649,14.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Home First Finance,Salaried,625,612,CIBIL 600–649,13.85%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Home First Finance,Self-employed,625,612,CIBIL 600–649,14.35%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Home First Finance,Salaried,675,676,CIBIL below 700,13.05%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Home First Finance,Self-employed,675,676,CIBIL below 700,13.55%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Home First Finance,Salaried,725,712,CIBIL 700–749,12.55%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Home First Finance,Self-employed,725,712,CIBIL 700–749,13.05%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Home First Finance,Salaried,775,772,CIBIL 750–799,11.35%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Home First Finance,Self-employed,775,772,CIBIL 750–799,11.85%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Home First Finance,Salaried,825,815,CIBIL 800+,11.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Home First Finance,Self-employed,825,815,CIBIL 800+,11.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Home First Finance,Salaried,790,790,CIBIL 750–799,11.20%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Home First Finance,Self-employed,790,790,CIBIL 750–799,11.70%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Home First Finance,Salaried,850,850,CIBIL 800+,11.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Home First Finance,Self-employed,850,850,CIBIL 800+,11.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Aadhar Housing Finance,Salaried,600,600,CIBIL 600–649,15.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Aadhar Housing Finance,Self-employed,600,600,CIBIL 600–649,16.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Aadhar Housing Finance,Salaried,625,612,CIBIL 600–649,14.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Aadhar Housing Finance,Self-employed,625,612,CIBIL 600–649,15.80%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Aadhar Housing Finance,Salaried,675,676,CIBIL below 700,14.00%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Aadhar Housing Finance,Self-employed,675,676,CIBIL below 700,14.85%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Aadhar Housing Finance,Salaried,725,712,CIBIL 700–749,13.45%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Aadhar Housing Finance,Self-employed,725,712,CIBIL 700–749,14.20%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Aadhar Housing Finance,Salaried,775,772,CIBIL 750–799,12.15%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Aadhar Housing Finance,Self-employed,775,772,CIBIL 750–799,12.70%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Aadhar Housing Finance,Salaried,825,815,CIBIL 800+,11.85%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Aadhar Housing Finance,Self-employed,825,815,CIBIL 800+,12.35%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Aadhar Housing Finance,Salaried,790,790,CIBIL 750–799,11.95%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Aadhar Housing Finance,Self-employed,790,790,CIBIL 750–799,12.50%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Aadhar Housing Finance,Salaried,850,850,CIBIL 800+,11.75%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Aadhar Housing Finance,Self-employed,850,850,CIBIL 800+,12.25%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Cholamandalam Finance,Salaried,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Cholamandalam Finance,Self-employed,600,600,CIBIL 600–649,14.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Cholamandalam Finance,Salaried,625,612,CIBIL 600–649,13.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Cholamandalam Finance,Self-employed,625,612,CIBIL 600–649,14.30%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Cholamandalam Finance,Salaried,675,676,CIBIL below 700,12.90%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Cholamandalam Finance,Self-employed,675,676,CIBIL below 700,13.35%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Cholamandalam Finance,Salaried,725,712,CIBIL 700–749,12.30%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Cholamandalam Finance,Self-employed,725,712,CIBIL 700–749,12.70%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Cholamandalam Finance,Salaried,775,772,CIBIL 750–799,10.90%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Cholamandalam Finance,Self-employed,775,772,CIBIL 750–799,11.20%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Cholamandalam Finance,Salaried,825,815,CIBIL 800+,10.60%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Cholamandalam Finance,Self-employed,825,815,CIBIL 800+,10.85%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Cholamandalam Finance,Salaried,790,790,CIBIL 750–799,10.70%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Cholamandalam Finance,Self-employed,790,790,CIBIL 750–799,11.00%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Cholamandalam Finance,Salaried,850,850,CIBIL 800+,10.50%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Cholamandalam Finance,Self-employed,850,850,CIBIL 800+,10.75%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
SK Finance,Salaried,600,600,CIBIL 600–649,16.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
SK Finance,Self-employed,600,600,CIBIL 600–649,17.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
SK Finance,Salaried,625,612,CIBIL 600–649,15.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
SK Finance,Self-employed,625,612,CIBIL 600–649,16.75%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
SK Finance,Salaried,675,676,CIBIL below 700,14.75%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
SK Finance,Self-employed,675,676,CIBIL below 700,15.60%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
SK Finance,Salaried,725,712,CIBIL 700–749,14.10%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
SK Finance,Self-employed,725,712,CIBIL 700–749,14.85%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
SK Finance,Salaried,775,772,CIBIL 750–799,12.45%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
SK Finance,Self-employed,775,772,CIBIL 750–799,13.05%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
SK Finance,Salaried,825,815,CIBIL 800+,12.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
SK Finance,Self-employed,825,815,CIBIL 800+,12.65%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
SK Finance,Salaried,790,790,CIBIL 750–799,12.25%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
SK Finance,Self-employed,790,790,CIBIL 750–799,12.80%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
SK Finance,Salaried,850,850,CIBIL 800+,12.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
SK Finance,Self-employed,850,850,CIBIL 800+,12.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
MAS Financial,Salaried,600,600,CIBIL 600–649,15.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
MAS Financial,Self-employed,600,600,CIBIL 600–649,15.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
MAS Financial,Salaried,625,612,CIBIL 600–649,14.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
MAS Financial,Self-employed,625,612,CIBIL 600–649,15.30%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
MAS Financial,Salaried,675,676,CIBIL below 700,13.75%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
MAS Financial,Self-employed,675,676,CIBIL below 700,14.25%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
MAS Financial,Salaried,725,712,CIBIL 700–749,13.10%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
MAS Financial,Self-employed,725,712,CIBIL 700–749,13.60%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
MAS Financial,Salaried,775,772,CIBIL 750–799,11.45%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
MAS Financial,Self-employed,775,772,CIBIL 750–799,11.95%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
MAS Financial,Salaried,825,815,CIBIL 800+,11.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
MAS Financial,Self-employed,825,815,CIBIL 800+,11.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
MAS Financial,Salaried,790,790,CIBIL 750–799,11.25%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
MAS Financial,Self-employed,790,790,CIBIL 750–799,11.75%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
MAS Financial,Salaried,850,850,CIBIL 800+,11.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
MAS Financial,Self-employed,850,850,CIBIL 800+,11.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
JM Financial Services,Salaried,600,600,CIBIL 600–649,13.50%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
JM Financial Services,Self-employed,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
JM Financial Services,Salaried,625,612,CIBIL 600–649,13.30%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
JM Financial Services,Self-employed,625,612,CIBIL 600–649,13.80%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
JM Financial Services,Salaried,675,676,CIBIL below 700,12.40%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
JM Financial Services,Self-employed,675,676,CIBIL below 700,12.90%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
JM Financial Services,Salaried,725,712,CIBIL 700–749,11.80%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
JM Financial Services,Self-employed,725,712,CIBIL 700–749,12.30%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
JM Financial Services,Salaried,775,772,CIBIL 750–799,10.40%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
JM Financial Services,Self-employed,775,772,CIBIL 750–799,10.90%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
JM Financial Services,Salaried,825,815,CIBIL 800+,10.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
JM Financial Services,Self-employed,825,815,CIBIL 800+,10.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
JM Financial Services,Salaried,790,790,CIBIL 750–799,10.20%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
JM Financial Services,Self-employed,790,790,CIBIL 750–799,10.70%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
JM Financial Services,Salaried,850,850,CIBIL 800+,10.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
JM Financial Services,Self-employed,850,850,CIBIL 800+,10.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Axis Finance,Salaried,600,600,CIBIL 600–649,13.75%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Axis Finance,Self-employed,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Axis Finance,Salaried,625,612,CIBIL 600–649,13.55%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Axis Finance,Self-employed,625,612,CIBIL 600–649,13.80%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Axis Finance,Salaried,675,676,CIBIL below 700,12.65%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Axis Finance,Self-employed,675,676,CIBIL below 700,12.90%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Axis Finance,Salaried,725,712,CIBIL 700–749,12.05%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Axis Finance,Self-employed,725,712,CIBIL 700–749,12.30%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Axis Finance,Salaried,775,772,CIBIL 750–799,10.65%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Axis Finance,Self-employed,775,772,CIBIL 750–799,10.90%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Axis Finance,Salaried,825,815,CIBIL 800+,10.35%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Axis Finance,Self-employed,825,815,CIBIL 800+,10.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Axis Finance,Salaried,790,790,CIBIL 750–799,10.45%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Axis Finance,Self-employed,790,790,CIBIL 750–799,10.70%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Axis Finance,Salaried,850,850,CIBIL 800+,10.25%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Axis Finance,Self-employed,850,850,CIBIL 800+,10.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
