institution,employment_type,base_cibil_score,cibil_score_used,cibil_band_shown,current_rate,better_lender_1,better_rate_1,better_lender_2,better_rate_2,better_lender_3,better_rate_3
Aadhar Housing Finance,Self-employed,775,764,CIBIL 750–799,13.10%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Aadhar Housing Finance,Salaried,825,832,CIBIL 800+,11.90%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Aadhar Housing Finance,Self-employed,825,832,CIBIL 800+,12.40%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Aadhar Housing Finance,Salaried,850,850,CIBIL 800+,11.75%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Aadhar Housing Finance,Self-employed,850,850,CIBIL 800+,12.25%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Cholamandalam Finance,Salaried,600,600,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Cholamandalam Finance,Self-employed,600,600,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Cholamandalam Finance,Salaried,625,610,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Cholamandalam Finance,Self-employed,625,610,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Cholamandalam Finance,Salaried,675,668,CIBIL below 700,13.45%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Cholamandalam Finance,Self-employed,675,668,CIBIL below 700,13.85%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Cholamandalam Finance,Salaried,725,723,CIBIL 700–749,12.15%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Cholamandalam Finance,Self-employed,725,723,CIBIL 700–749,12.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Cholamandalam Finance,Salaried,775,764,CIBIL 750–799,11.55%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Cholamandalam Finance,Self-employed,775,764,CIBIL 750–799,11.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Cholamandalam Finance,Salaried,825,832,CIBIL 800+,10.65%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Cholamandalam Finance,Self-employed,825,832,CIBIL 800+,10.90%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Cholamandalam Finance,Salaried,850,850,CIBIL 800+,10.50%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Cholamandalam Finance,Self-employed,850,850,CIBIL 800+,10.75%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
SK Finance,Salaried,600,600,CIBIL 600–649,17.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
SK Finance,Self-employed,600,600,CIBIL 600–649,18.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
SK Finance,Salaried,625,610,CIBIL 600–649,17.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
SK Finance,Self-employed,625,610,CIBIL 600–649,18.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
SK Finance,Salaried,675,668,CIBIL below 700,15.35%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
SK Finance,Self-employed,675,668,CIBIL below 700,16.20%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
SK Finance,Salaried,725,723,CIBIL 700–749,13.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
SK Finance,Self-employed,725,723,CIBIL 700–749,14.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
SK Finance,Salaried,775,764,CIBIL 750–799,13.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
SK Finance,Self-employed,775,764,CIBIL 750–799,13.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
SK Finance,Salaried,825,832,CIBIL 800+,12.25%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
SK Finance,Self-employed,825,832,CIBIL 800+,12.75%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
SK Finance,Salaried,850,850,CIBIL 800+,12.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
SK Finance,Self-employed,850,850,CIBIL 800+,12.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
MAS Financial,Salaried,600,600,CIBIL 600–649,16.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
MAS Financial,Self-employed,600,600,CIBIL 600–649,16.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
MAS Financial,Salaried,625,610,CIBIL 600–649,16.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
MAS Financial,Self-employed,625,610,CIBIL 600–649,16.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
MAS Financial,Salaried,675,668,CIBIL below 700,14.35%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
MAS Financial,Self-employed,675,668,CIBIL below 700,14.85%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
MAS Financial,Salaried,725,723,CIBIL 700–749,12.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
MAS Financial,Self-employed,725,723,CIBIL 700–749,13.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
MAS Financial,Salaried,775,764,CIBIL 750–799,12.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
MAS Financial,Self-employed,775,764,CIBIL 750–799,12.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
MAS Financial,Salaried,825,832,CIBIL 800+,11.25%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
MAS Financial,Self-employed,825,832,CIBIL 800+,11.75%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
MAS Financial,Salaried,850,850,CIBIL 800+,11.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
MAS Financial,Self-employed,850,850,CIBIL 800+,11.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
JM Financial Services,Salaried,600,600,CIBIL 600–649,14.50%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
JM Financial Services,Self-employed,600,600,CIBIL 600–649,15.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
JM Financial Services,Salaried,625,610,CIBIL 600–649,14.50%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
JM Financial Services,Self-employed,625,610,CIBIL 600–649,15.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
JM Financial Services,Salaried,675,668,CIBIL below 700,13.05%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
JM Financial Services,Self-employed,675,668,CIBIL below 700,13.55%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
JM Financial Services,Salaried,725,723,CIBIL 700–749,11.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
JM Financial Services,Self-employed,725,723,CIBIL 700–749,12.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
JM Financial Services,Salaried,775,764,CIBIL 750–799,11.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
JM Financial Services,Self-employed,775,764,CIBIL 750–799,11.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
JM Financial Services,Salaried,825,832,CIBIL 800+,10.25%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
JM Financial Services,Self-employed,825,832,CIBIL 800+,10.75%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
JM Financial Services,Salaried,850,850,CIBIL 800+,10.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
JM Financial Services,Self-employed,850,850,CIBIL 800+,10.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Axis Finance,Salaried,600,600,CIBIL 600–649,14.75%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Axis Finance,Self-employed,600,600,CIBIL 600–649,15.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Axis Finance,Salaried,625,610,CIBIL 600–649,14.75%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Axis Finance,Self-employed,625,610,CIBIL 600–649,15.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Axis Finance,Salaried,675,668,CIBIL below 700,13.20%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Axis Finance,Self-employed,675,668,CIBIL below 700,13.45%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Axis Finance,Salaried,725,723,CIBIL 700–749,11.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Axis Finance,Self-employed,725,723,CIBIL 700–749,12.15%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Axis Finance,Salaried,775,764,CIBIL 750–799,11.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Axis Finance,Self-employed,775,764,CIBIL 750–799,11.55%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Axis Finance,Salaried,825,832,CIBIL 800+,10.40%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Axis Finance,Self-employed,825,832,CIBIL 800+,10.65%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Axis Finance,Salaried,850,850,CIBIL 800+,10.25%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Axis Finance,Self-employed,850,850,CIBIL 800+,10.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
